HS,HS Code,Break-Bulk,Group,Cargo Grouop,Cargo,Keywords,Exception,Note,Title,Description,Count,Tons
84,8480,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Molding boxes for metal foundry; mold bases; molding patterns; molds for metal (other than ingot molds), metal carbides, glass, mineral materials, rubber or plastics:","Molding boxes for metal foundry; mold bases; molding patterns; molds for metal (other than ingot molds), metal carbides, glass, mineral materials, rubber or plastics:",1,2741
84,8479,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof:","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof:",1,1874253
84,8477,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter; parts thereof:","Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter; parts thereof:",1,60797
84,8475,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machines for assembling electric or electronic lamps, tubes or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware; parts thereof:","Machines for assembling electric or electronic lamps, tubes or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware; parts thereof:",1,92
84,8474,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry molds of sand; parts thereof:","Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry molds of sand; parts thereof:",1,723157
84,8473,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 8470 to 8472:","Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 8470 to 8472:",1,3198
84,8472,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines):","Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines):",1,153
84,8471,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included:","Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included:",1,432
84,8470,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash registers:","Calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash registers:",1,165
84,8468,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 8515; gas-operated surface tempering machines and appliances; parts thereof:","Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 8515; gas-operated surface tempering machines and appliances; parts thereof:",1,1
84,8467,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or nonelectric motor, and parts thereof:","Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or nonelectric motor, and parts thereof:",1,1381
84,8466,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of tool for working in the hand:","Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of tool for working in the hand:",1,5685
84,8465,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials:","Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials:",1,482
84,8464,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass:","Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass:",1,177170
84,8463,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other machine tools for working metal or cermets, without removing material:","Other machine tools for working metal or cermets, without removing material:",1,208
84,8462,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening, shearing, punching, notching or nibbling (excluding drawbenches); presses for working metal or metal carbides, not specified above:","Machine tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening, shearing, punching, notching or nibbling (excluding drawbenches); presses for working metal or metal carbides, not specified above:",1,45274
84,8461,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included:","Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included:",1,291
84,8460,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of heading 8461:","Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of heading 8461:",1,2143
84,8459,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centers) of heading 8458:","Machine tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centers) of heading 8458:",1,224
84,8458,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Lathes (including turning centers) for removing metal:,Lathes (including turning centers) for removing metal:,1,7507
84,8457,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machining centers, unit construction machines (single station) and multistation transfer machines, for working metal:","Machining centers, unit construction machines (single station) and multistation transfer machines, for working metal:",1,5109
84,8456,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron-beam, ionic-beam or plasma arc processes; water-jet cutting machines:","Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron-beam, ionic-beam or plasma arc processes; water-jet cutting machines:",1,12680
84,8455,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Metal-rolling mills and rolls therefor; parts thereof:,Metal-rolling mills and rolls therefor; parts thereof:,1,844912
84,8454,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Converters, ladles, ingot molds and casting machines, of a kind used in metallurgy or in metal foundries, and parts thereof:","Converters, ladles, ingot molds and casting machines, of a kind used in metallurgy or in metal foundries, and parts thereof:",1,52184
84,8451,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery (other than machines of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor coverings such as linoleum; machines for reeling, unreeling, folding, cutting or pinking textile fabrics; parts thereof:","Machinery (other than machines of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor coverings such as linoleum; machines for reeling, unreeling, folding, cutting or pinking textile fabrics; parts thereof:",1,13537
84,8450,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Household- or laundry-type washing machines, including machines which both wash and dry; parts thereof:","Household- or laundry-type washing machines, including machines which both wash and dry; parts thereof:",1,4224
84,8449,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats",blocks for making hats,1,29
84,8448,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447 (for example, dobbies, Jacquards, automatic stop motions and shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this heading or of heading 8444, 8445, 8446 or 8447 (for example, spindles and spindle flyers, card clothing, combs, extruding nipples, shuttles, healds and heald-frames, hosiery needles):","Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447 (for example, dobbies, Jacquards, automatic stop motions and shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this heading or of heading 8444, 8445, 8446 or 8447 (for example, spindles and spindle flyers, card clothing, combs, extruding nipples, shuttles, healds and heald-frames, hosiery needles):",1,857
84,8447,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting:","Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting:",1,2
84,8445,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machines for preparing textile fibers; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft winding) machines and machines for preparing textile yarns for use on the machines of heading 8446 or 8447:","Machines for preparing textile fibers; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft winding) machines and machines for preparing textile yarns for use on the machines of heading 8446 or 8447:",1,2633
84,8444,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machines for extruding, drawing, texturing or cutting man-made textile materials","Machines for extruding, drawing, texturing or cutting man-made textile materials",1,1
84,8443,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof:","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof:",1,36880
84,8442,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery, apparatus and equipment (other than the machines of headings 8456 to 8465), for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished); parts thereof:","Machinery, apparatus and equipment (other than the machines of headings 8456 to 8465), for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished); parts thereof:",1,0
84,8441,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds, and parts thereof:","Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds, and parts thereof:",1,1604
84,8439,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard (other than the machinery of heading 8419); parts thereof:,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard (other than the machinery of heading 8419); parts thereof:,1,1231
84,8438,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils; parts thereof:","Machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils; parts thereof:",1,21749
84,8437,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables, and parts thereof; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm type machinery; parts thereof:","Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables, and parts thereof; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm type machinery; parts thereof:",1,96381
84,8436,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders; parts thereof:","Other agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders; parts thereof:",1,9975
84,8433,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Harvesting or threshing machinery, including straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading 8437; parts thereof:","Harvesting or threshing machinery, including straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading 8437; parts thereof:",1,73930
84,8432,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports ground rollers; parts thereof:","Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports ground rollers; parts thereof:",1,297233
84,8431,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Parts suitable for use solely or principally with the machinery of headings 8425 to 8430:,Parts suitable for use solely or principally with the machinery of headings 8425 to 8430:,1,2745170
84,8430,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other moving, grading, leveling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals or ores; pile-drivers and pile-extractors; snowplows and snowblowers:","Other moving, grading, leveling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals or ores; pile-drivers and pile-extractors; snowplows and snowblowers:",1,21197
84,8429,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers:","Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers:",1,67044
84,8428,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics):","Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics):",1,3900596
84,8427,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Fork-lift trucks; other works trucks fitted with lifting or handling equipment:,Fork-lift trucks; other works trucks fitted with lifting or handling equipment:,1,8751
84,8426,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Ships' derricks; cranes, including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane:","Ships' derricks; cranes, including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane:",1,22980
84,8425,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks:,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks:,1,1771
84,8424,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Mechanical appliances (whether or not hand operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machines; parts thereof:","Mechanical appliances (whether or not hand operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machines; parts thereof:",1,4629
84,8423,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight-operated counting or checking machines; weighing machine weights of all kinds; parts of weighing machinery:","Weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight-operated counting or checking machines; weighing machine weights of all kinds; parts of weighing machinery:",1,10
84,8422,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labeling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat-shrink wrapping machinery); machinery for aerating beverages; parts thereof:","Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labeling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat-shrink wrapping machinery); machinery for aerating beverages; parts thereof:",1,1784
84,8421,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof:","Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof:",1,103135
84,8420,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Calendering or other rolling machines, other than for metals or glass, and cylinders therefor; parts thereof:","Calendering or other rolling machines, other than for metals or glass, and cylinders therefor; parts thereof:",1,159
84,8419,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilizing, pasteurizing, steaming, drying, evaporating, vaporizing, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, nonelectric; parts thereof:","Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilizing, pasteurizing, steaming, drying, evaporating, vaporizing, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, nonelectric; parts thereof:",1,280389
84,8418,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof:","Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof:",1,37709
84,8417,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof:","Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof:",1,135223
84,8416,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances; parts thereof:","Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances; parts thereof:",1,959
84,8415,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof:","Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof:",1,13086
84,8414,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters; parts thereof:","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters; parts thereof:",1,60697
84,8413,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof:","Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof:",1,177677
84,8412,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Other engines and motors, and parts thereof:","Other engines and motors, and parts thereof:",1,20086
84,8411,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Turbojets, turbopropellers and other gas turbines, and parts thereof:","Turbojets, turbopropellers and other gas turbines, and parts thereof:",1,14667
84,8410,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Hydraulic turbines, water wheels and regulators therefor; parts thereof:","Hydraulic turbines, water wheels and regulators therefor; parts thereof:",1,61
84,8409,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Parts suitable for use solely or principally with the engines of heading 8407 or 8408:,Parts suitable for use solely or principally with the engines of heading 8407 or 8408:,1,20638
84,8408,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines):,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines):,1,5336
84,8407,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Spark-ignition reciprocating or rotary internal combustion piston engines:,Spark-ignition reciprocating or rotary internal combustion piston engines:,1,210
84,8406,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Steam turbines and other vapor turbines, and parts thereof:","Steam turbines and other vapor turbines, and parts thereof:",1,4868
84,8405,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof:","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof:",1,719
84,8404,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof:","Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof:",1,1006
84,8402,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof:,Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof:,1,11811
84,8401,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof:","Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof:",1,5833
83,8311,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Wire, rods, tubes, plates, electrodes and similar products of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying; base metal parts thereof:","Wire, rods, tubes, plates, electrodes and similar products of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying; base metal parts thereof:",1,225
83,8310,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 94.05","Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 94.05",1,159
83,8309,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, and parts thereof, of base metal:","Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, and parts thereof, of base metal:",1,3629
83,8308,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewelry, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal:","Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewelry, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal:",1,916
83,8307,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Flexible tubing of base metal, with or without fittings:","Flexible tubing of base metal, with or without fittings:",1,50
