HS,HS Code,Break-Bulk,Group,Cargo Grouop,Cargo,Keywords,Exception,Note,Title,Description,Count,Tons
32,3206,Bulk,NonFerrous Raw Materials,Tios10,Tio10,"Tios, Titanium Bearing Slag, Ilmenite",,,"Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined:","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined:",1,5
32,3206,Bulk,NonFerrous Raw Materials,Tios11,Tio11,"Tios, Titanium Bearing Slag, Ilmenite",,,"Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined:","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined:",1,0
32,3204,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined:","Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined:",2,14000
32,3201,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives:","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives:",1,1930
31,3105,Bulk,Fertilizer,Fertilizer,"Fertilizer, Other",Fertilizer,,,"Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg:","Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg:",26,2662375
31,3104,Bulk,Fertilizer,Fertilizer,Potassium Fertilizers,"Potash, Potassium Sulphate, NPK, Kalisop, POTASSIUM CHLORIDE",,,"Mineral or chemical fertilizers, potassic:","Mineral or chemical fertilizers, potassic:",41,2193369
31,3103,Bulk,Fertilizer,Fertilizer,Potassium Fertilizers,"Potash, Potassium Sulphate, NPK, Kalisop, POTASSIUM CHLORIDE",,,"Mineral or chemical fertilizers, phosphatic:","Mineral or chemical fertilizers, phosphatic:",19,292866
31,3102,Bulk,Fertilizer,Fertilizer,Nitrogen Based,"Urea, NPK, Nitrate, CALCINIT, Allganic Nitrogen",,,"Mineral or chemical fertilizers, nitrogenous:","Mineral or chemical fertilizers, nitrogenous:",22,5293509
30,3006,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Pharmaceutical goods specified in note 4 to this chapter:,Pharmaceutical goods specified in note 4 to this chapter:,1,34032
30,3004,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale:","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale:",14,456065
30,3002,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures, whether or not modified:","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures, whether or not modified:",1,3
29,2931,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Other organo-inorganic compounds:,Other organo-inorganic compounds:,3,1
29,2922,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Oxygen-function amino-compounds:,Oxygen-function amino-compounds:,1,1
29,2918,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives:","Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives:",1,0
29,2915,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives:","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives:",1,0
29,2903,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Halogenated derivatives of hydrocarbons:,Halogenated derivatives of hydrocarbons:,4,2
28,2849,Bulk,NonFerrous Raw Materials,tbn,Silicon Carbide,SILICON CARBIDE,,,"Carbides, whether or not chemically defined:","Carbides, whether or not chemically defined:",19,21557
28,2847,Bulk,tbn bulkk,tbn bulkk,TBN,Empty,,,Hydrogen peroxide,whether or not solidified with urea,1,38
28,2842,Bulk,tbn bulkk,tbn bulkk,TBN,Phosphate,,,"Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides:","Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides:",1,326880
28,2840,Bulk,NonFerrous Raw Materials,Minerals,Etibor,"Etibor, Borax, ",,,Borates; peroxoborates (perborates):,Borates; peroxoborates (perborates):,7,17320
28,2839,Bulk,NonFerrous Raw Materials,Minerals,Sodium Silicate,"Sodium silicate, SILICATO, AMORPHOUS SODIUM SILICATE",,,Silicates; commercial alkali metal silicates:,Silicates; commercial alkali metal silicates:,9,92756
28,2836,Bulk,NonFerrous Raw Materials,Minerals,Phosrock,"Phosphate, phosrock",,,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate:,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate:,35,881668
28,2835,Bulk,Fertilizer,Fertilizer,Phosphinates,TBN,,,"Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined:","Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined:",13,603796
28,2834,Bulk,Fertilizer,Fertilizer,Nitrates,"Nitrate, Calcinit",,,Nitrites; nitrates:,Nitrites; nitrates:,9,12790
28,2833,Bulk,Fertilizer,Fertilizer,Sulphates,"Ferrous Sulphate, Zinc Sulfate, Kemira, Sodium Sulphate, Magnesium Sulphate",,,Sulfates; alums; peroxosulfates (persulfates):,Sulfates; alums; peroxosulfates (persulfates):,57,183776
28,2832,Bulk,tbn bulkk,tbn bulkk,Sulfites,"SODIUM METABISULPHITE, SODIUM METABISULFITE",,,Sulfites; thiosulfates:,Sulfites; thiosulfates:,14,7711
28,2829,Bulk,tbn bulkk,tbn bulkk,Chlorates,ttbn,,,Chlorates and perchlorates; bromates and perbromates; iodates and periodates:,Chlorates and perchlorates; bromates and perbromates; iodates and periodates:,2,228
28,2827,Bulk,NonFerrous Raw Materials,TBN,Chlorides,"MAGNESIUM CHLORIDE , Calcium Chloride",,,"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides:","Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides:",18,34206
28,2826,Bulk,tbn bulkk,tbn bulkk,TBN,Aluminium Fluoride ALUMINIUM FLUORIDE,,,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts:","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts:",2,3504
28,2825,Bulk,tbn bulkk,tbn bulkk,tbn,Aluminium Fluoride ALUMINIUM FLUORIDE,,,"Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides:","Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides:",1,501
28,2820,Bulk,tbn bulkk,tbn bulkk,TBN,Manganese,,,Manganese oxides:,Manganese oxides:,1,2850
28,2818,Bulk,NonFerrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",8,1688510
28,2815,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Sodium hydroxide (Caustic soda); potassium hydroxide (Caustic potash); peroxides of sodium or potassium:,Sodium hydroxide (Caustic soda); potassium hydroxide (Caustic potash); peroxides of sodium or potassium:,4,23255
28,2812,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Halides and halide oxides of nonmetals:,Halides and halide oxides of nonmetals:,3,779
28,2811,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Other inorganic acids and other inorganic oxygen compounds of nonmetals:,Other inorganic acids and other inorganic oxygen compounds of nonmetals:,6,524972
28,2810,Bulk,NonFerrous Raw Materials,Minerals,Etibor,"Boron Oxide, Boric Acid",,,Oxides of boron,boric acids,6,59028
28,2809,Bulk,tbn bulkk,tbn bulkk,TBN,STC 68' SLOOP,,,"Diphosphorus pentaoxide; phosphoric acid;polyphosphoric acids, whether or not chemically defined:","Diphosphorus pentaoxide; phosphoric acid;polyphosphoric acids, whether or not chemically defined:",1,25
28,2807,Bulk,tbn bulkk,tbn bulkk,TBN,tbn,,,Sulphuric acid,oleum,2,3580
28,2804,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Hydrogen, rare gases and other nonmetals:","Hydrogen, rare gases and other nonmetals:",10,531441
28,2803,Bulk,tbn bulkk,tbn bulkk,Carbon Products,tbn,,,Carbon,carbon blacks and other forms of carbon n.e.c.,4,3
28,2801,Bulk,NonFerrous Raw Materials,TBN,TBN,tbn,,,"Fluorine, chlorine, bromine and iodine:","Fluorine, chlorine, bromine and iodine:",4,7891
27,2714,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks:","Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks:",1,19890
27,2713,Bulk,Solid Fuels,Petcoke,Petcoke,"PETROLEUM COKE, Petcoke, ",,,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",6,763542
27,2711,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Petroleum gases and other gaseous hydrocarbons:,Petroleum gases and other gaseous hydrocarbons:,2,220
27,2707,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents:,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents:,1,185
27,2706,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Tar distilled from coal, from lignite, peat and other mineral tars, whether or not dehydrated or partially distilled",including reconstituted tars,1,41927
27,2704,Bulk,Solid Fuels,coal coke,Coke,"Coke, Sascoke",,,Coke and semi-coke,"of coal, lignite or peat, whether or not agglomerated; retort carbon",23,69504
