IMO,Vessel,Design,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Source_File
9379985,GINGA PANTHER,,Tanker-Handy,26083,154.31,26.83,14.2,16222,7683,0,37.2,10.08,Ship Results (24).xlsx
9380025,FM ACE,,"Tanker-<=4,999dwt",4200,0,0,8,3602,1677,0,0,5.3,Ship Results (28).xlsx
9380049,RAINBOW STAR,,Tanker-MR2,47333,172.6,32.23,18.1,26914,13660,0,50.4,12.617,Ship Results (20).xlsx
9380051,GRACE LEON,,Tanker-MR2,47409,172.6,32.23,18.1,26900,13660,0,50.3,12.62,Ship Results (20).xlsx
9380063,MINERVA EMILY,,Tanker-MR2,47408,172.6,32.23,18.1,26900,13660,0,50.3,12.617,Ship Results (20).xlsx
9380075,MINERVA OCEANIA,,Tanker-MR2,47402,172.6,32.23,18.1,26934,13660,0,50.3,12.617,Ship Results (20).xlsx
9380087,JOROPO,,Tanker-MR2,47410,172.6,32.23,18.1,26900,13660,0,50.3,12.617,Ship Results (20).xlsx
9380099,PLATYTERA,,Tanker-MR2,47401,172.6,32.23,18.1,26900,13660,0,50.3,12.6,Ship Results (20).xlsx
9380104,MITERA,,Tanker-MR2,47370,172.6,32.23,18.1,26938,13660,0,50.3,12.617,Ship Results (20).xlsx
9380219,PERMATA RATU,MX-A150,,2460,0,16.42,7.2,2428,799,0,0,6,Ship Results (57).xlsx
9380221,M LUISA,MX-A150,,2448,0,16.42,7.2,2428,1163,0,0,6,Ship Results (57).xlsx
9380257,WAN HAI 171,CSBC 1800,Containership-Regional Feeder,22177,0,27.352,13.5,16471,7615,0,41.4,9.5,Ship Results (45).xlsx
9380269,WAN HAI 172,CSBC 1800,Containership-Regional Feeder,22171,0,27.352,13.5,16471,7615,0,41.4,9.5,Ship Results (45).xlsx
9380271,MSC NAGOYA V,Samsung 4250,Containership-Panamax,50687,245.16,32.3,19.3,40709,24450,0,70.4,12.6,Ship Results (45).xlsx
9380324,AL SAMHA,,Tanker-Handy,17510,136.37,22.63,12.5,11290,5263,0,28.7,9.214,Ship Results (24).xlsx
9380336,ST OCEAN,,"General Cargo <=4,999 dwt",4837,76.27,14.2,9.6,2993,1514,6005,0,7.162,Ship Results (43).xlsx
9380350,SKY,,Tanker-MR1,37879,177.46,27.45,17.2,23284,9915,0,45.2,11.515,Ship Results (21).xlsx
9380362,LILA KINGSTON,,Tanker-MR2,49999,175.55,32.24,18.8,29324,13205,0,54.7,12.799,Ship Results (20).xlsx
9380374,SEA LA BELLE,,Tanker-MR2,46938,175.55,32.24,18.8,29295,13205,0,52.2,12.2,Ship Results (20).xlsx
9380386,MINERVA JOANNA,,Tanker-MR2,46924,0,32.24,18.8,29295,12034,0,52.2,12.217,Ship Results (20).xlsx
9380398,MINERVA ANTONIA,,Tanker-MR2,46923,175.55,32.24,18.8,29295,12034,0,52.2,12.216,Ship Results (20).xlsx
9380403,DYROS,Samsung 4250,Containership-Panamax,50681,245.16,32.3,19.3,40165,24450,0,70.4,12.6,Ship Results (45).xlsx
9380415,DUZGIT INTEGRITY,,Tanker-Handy,10736,0,0,10.2,7833,3626,0,22.1,7.97,Ship Results (24).xlsx
9380427,BMC ENDORA,Yamanishi 19BC,Bulk Carrier-Small Handy,19127,132.48,25.032,11.5,11681,6457,23161,30.7,8.496,Ship Results (9).xlsx
9380477,SEASPRAT,,Tanker-MR2,40597,181.56,32.24,17.05,26548,10304,0,53,11,Ship Results (20).xlsx
9380489,SEAMARLIN,,Tanker-MR2,40549,181.56,32.24,17.05,26548,10304,0,53,11,Ship Results (20).xlsx
9380506,ALPINE MATHILDE,,Tanker-MR2,49999,175.56,32.24,18.8,29266,13134,0,52.3,12.767,Ship Results (20).xlsx
9380518,SEAWAYS MADELEINE,,Tanker-MR2,49999,175.56,32.24,18.8,29305,13134,0,52.5,12.768,Ship Results (20).xlsx
9380520,GRAN COUVA,,Tanker-MR2,47128,175.56,32.23,18.8,29293,12026,0,52.2,12.216,Ship Results (20).xlsx
9380532,SEA LA DONNA,,Tanker-MR2,47128,175.56,32.23,18.8,29293,12026,0,52.3,12.216,Ship Results (20).xlsx
9380570,KURDOS III,,Tanker-MR1,37923,177.46,27.45,17.2,23248,9915,0,45.2,11.515,Ship Results (21).xlsx
9380582,STONE I,,Tanker-MR1,37889,177.46,27.45,17.2,23284,9915,0,45.2,11.515,Ship Results (21).xlsx
9380594,STEEL,,Tanker-MR1,37538,177.462,27.45,17.2,23284,9915,0,46.1,11.515,Ship Results (21).xlsx
9380661,MARIA PRINCESS,,Tanker-Aframax,105346,220.5,42.04,21.5,55909,29810,0,88.9,14.808,Ship Results (25).xlsx
9380673,CENTURION,,Tanker-Aframax,105392,220.51,42.03,21.5,55909,29810,0,88.9,14.808,Ship Results (25).xlsx
9380714,TAYLOR DANOS,,,624,45.41,0,3.56,498,163,0,0,2.96,Ship Results (55).xlsx
9380726,CELTIC EXPLORER,Combi 3850,"General Cargo <=4,999 dwt",3875,84.99,12.518,7,2545,1460,5250,10.5,5.47,Ship Results (43).xlsx
9380738,CAP FELIX,,Tanker-Suezmax,158765,265.3,48.03,23.2,81409,51277,0,118.9,17.024,Ship Results (18).xlsx
9380740,CAP THEODORA,,Tanker-Suezmax,158819,0,48.04,23.2,81324,50927,0,119.4,17.024,Ship Results (18).xlsx
9380752,DUBAI GALACTIC,Triple 5,Bulk Carrier-Supra/Ultramax,55418,185.94,32.29,17.62,30719,18492,69872,55.9,12.502,Ship Results (12).xlsx
9380764,SAGA PIONEER,Saga Adventure,"General Cargo =>30,000dwt",46559,0,30.558,16.4,29758,14440,53232,53.5,11.8,Ship Results (41).xlsx
9380776,JIN YUAN,Triple 5,Bulk Carrier-Supra/Ultramax,55496,0,32.29,17.62,30722,18602,69872,55.9,12.5,Ship Results (12).xlsx
9380788,PROVIDANA,Saga P Class,"General Cargo =>30,000dwt",58022,0,32.29,19,39258,17424,65873,62.6,12.8,Ship Results (41).xlsx
9380805,UBC SANTA MARTA,SHI 32 Box,"General Cargo =>30,000dwt",31582,164.33,27.03,14.8,19748,10341,41500,41,10.4,Ship Results (41).xlsx
9380817,ZIMRIDA,SHI SuperBox37,"General Cargo =>30,000dwt",37296,170.58,28.66,15,22718,12674,45944,45.6,10.85,Ship Results (41).xlsx
9380829,NAGUAL,SHI SuperBox37,"General Cargo =>30,000dwt",37277,170.58,28.66,15,22718,12674,45944,45.6,10.85,Ship Results (41).xlsx
9380831,MINERVA JULIE,,Tanker-MR2,50922,175.38,32.24,19.112,28960,13670,0,52.1,13.27,Ship Results (20).xlsx
9380855,RISE 1905,,"General Cargo <=4,999 dwt",3385,0,0,6.8,1972,1395,4541,5.7,5.5,Ship Results (43).xlsx
9380893,SUEZ PROTOPIA,,Tanker-Suezmax,160391,0,48.04,23.2,81732,51287,0,119.6,17.05,Ship Results (18).xlsx
9380946,TOKUYO MARU NO. 15,,LPG-Small Gas Carrier,993,62.48,0,5.05,749,0,0,0,4.16,Ship Results (30).xlsx
9380972,EASTERLY LIME GALAXY,,Tanker-Handy,19992,137.92,23.73,13.35,11623,6056,0,28.8,9.709,Ship Results (24).xlsx
9380984,KOSHIN MARU NO. 23,,LPG-Small Gas Carrier,1068,63.64,0,4.85,749,0,0,0,4.101,Ship Results (30).xlsx
9381005,SHUHOU MARU NO. 35,,"Tanker-<=4,999dwt",1844,70.12,0,5.2,749,0,0,0,4.736,Ship Results (28).xlsx
9381134,EXQUISITE,,,83163,0,43.45,26,100361,30108,0,106.6,12.42,Ship Results (56).xlsx
9381172,S'HAIL AL RAYAN,Imabari 76,Bulk Carrier-Pmax/Kamsarmax,76629,221.21,32.29,19.5,39736,25754,90740,66.6,14.139,Ship Results (6).xlsx
9381184,BLUE IONIAN,Imabari 76,Bulk Carrier-Pmax/Kamsarmax,76596,217.97,32.29,19.5,39737,25754,90740,66.6,14.139,Ship Results (6).xlsx
9381196,FUXING V,,Bulk Carrier-Post Panamax,91569,227.71,0,19.3,52957,27188,112827,90.9,12.869,Ship Results (10).xlsx
9381201,ROYAL AWARD,Corona 88,Bulk Carrier-Post Panamax,88266,221.31,38.034,19.9,48021,26714,101695,79.7,13.819,Ship Results (10).xlsx
9381213,IONIAN PRINCESS,Imabari 76,Bulk Carrier-Pmax/Kamsarmax,76596,217.97,32.29,19.5,39738,25754,90740,66.6,14.139,Ship Results (6).xlsx
9381225,RISING SUN,,Bulk Carrier-Post Panamax,91521,227.71,0,19.3,52999,27230,112884,90.9,12.896,Ship Results (10).xlsx
9381237,VOLANS LEADER,,"PCC/PCTC => 4,000 cars",20168,194.11,0,34.8,61775,18533,0,55.6,10.016,Ship Results (50).xlsx
9381249,CYGNUS LEADER,,"PCC/PCTC => 4,000 cars",20180,194.11,0,34.8,61775,18533,0,55.6,10,Ship Results (50).xlsx
9381275,CORVO,,"General Cargo 5,000-9,999 dwt",8893,114,0,8.38,7064,3259,12543,0,7.9,Ship Results (42).xlsx
9381287,NISSHUN MARU,,"Tanker-<=4,999dwt",4999,99.07,16,7.8,3407,0,0,0,6.266,Ship Results (28).xlsx
9381316,RAFFLES PROGRESS,,Tanker-Handy,13080,120.86,20.43,11.5,8539,4117,0,23.2,8.714,Ship Results (24).xlsx
9381328,AB OLIVIA,,Tanker-Handy,13102,120.86,20.43,11.5,8539,4117,0,23.2,8.714,Ship Results (24).xlsx
9381330,ROYAL CRYSTAL 7,,Tanker-Handy,13102,120.86,20.43,11.5,8539,4117,0,23.2,8.714,Ship Results (24).xlsx
9381342,RAFFLES PRIDE,,Tanker-Handy,13079,120.86,20.43,11.5,8539,4118,0,23.2,8.714,Ship Results (24).xlsx
9381354,SKY RUNNER,,Tanker-Handy,13093,120.86,20.43,11.5,8539,4117,0,23.2,8.714,Ship Results (24).xlsx
9381366,KTS BROWN,,Tanker-Handy,13076,120.86,20.43,11.5,8539,4118,0,23.2,8.7,Ship Results (24).xlsx
9381380,KAROLIINA,Trader 7800 mod,"General Cargo 5,000-9,999 dwt",7953,113.65,15.43,8.45,5040,2681,9415,0,7.05,Ship Results (42).xlsx
9381392,PACIFIC FORTITUDE,Volharding12500,"General Cargo 10,000-14,999dwt",12740,0,21.034,11,9611,4260,15952,25.5,8,Ship Results (41).xlsx
9381407,SNAPPER,,"General Cargo 5,000-9,999 dwt",7739,0,0,9,5599,2883,10194,17.8,6.82,Ship Results (42).xlsx
9381419,FIONA,,"General Cargo 5,000-9,999 dwt",7775,104.11,0,9,5599,2883,10194,17.8,6.82,Ship Results (42).xlsx
9381421,FATIH,,"General Cargo 5,000-9,999 dwt",8147,104.11,0,9,5599,2883,10194,17.8,7.03,Ship Results (42).xlsx
9381433,EVITA,,"General Cargo 5,000-9,999 dwt",7678,104.11,0,9,5599,2883,10194,17.8,7.08,Ship Results (42).xlsx
9381495,A. H. LIGURIA,Moss 424,,2945,70.05,0,8,2899,990,0,0,6.78,Ship Results (57).xlsx
9381500,FENICUSA M,,Tanker-MR2,40037,169.65,31.032,17.2,25425,9932,0,49.5,11.114,Ship Results (20).xlsx
9381512,RED OPAL,,Tanker-MR1,39990,169.65,31.032,17.2,25400,9951,0,49.6,11.092,Ship Results (21).xlsx
9381524,PEDHOULAS COMMANDER,Sanoyas 83000,Bulk Carrier-Pmax/Kamsarmax,83684,223,32.26,20.2,44146,27058,96080,71,14.555,Ship Results (6).xlsx
9381562,GULF BAYNUNAH,,Tanker-MR2,46522,175.55,32.22,18.8,29508,11943,0,52.2,12.216,Ship Results (20).xlsx
9381615,PATMOS,,"Tanker-5,000-7,499dwt",6282,0,18.14,8.8,4599,1958,0,15.5,6.6,Ship Results (27).xlsx
9381627,B. SKY,,"Tanker-5,000-7,499dwt",5702,0,0,8.6,4029,1793,0,14.4,6.6,Ship Results (27).xlsx
9381639,B. STAR,,"Tanker-5,000-7,499dwt",5734,98.12,0,8.6,3978,1793,0,14.5,6.6,Ship Results (27).xlsx
9381641,B. ACE,,"Tanker-5,000-7,499dwt",5683,0,0,8.6,3978,1793,0,14.5,6.6,Ship Results (27).xlsx
9381653,KERKYRA,,"Tanker-5,000-7,499dwt",6290,0,17.82,8.8,4580,1967,0,0,6.6,Ship Results (27).xlsx
9381665,OREGON HIGHWAY,,"PCC/PCTC => 4,000 cars",17699,193.9,0,34.8,57147,17145,0,57.9,9.83,Ship Results (50).xlsx
9381677,ORCHID ACE,,"PCC/PCTC => 4,000 cars",17289,195.12,0,34.26,59262,18298,0,51.9,9.725,Ship Results (50).xlsx
9381691,SEEKER TIDE,UT 751-E,,5200,83.011,0,8.2,4755,1760,0,0,6.61,Ship Results (57).xlsx
9381706,ALPPILA,FKAB G13,Bulk Carrier-Small Handy,20499,0,25.232,12.8,14841,6420,23361,34.4,9.405,Ship Results (9).xlsx
9381720,SKOPELOS,,Tanker-VLCC,297147,317.4,60.039,29.7,157193,98937,0,177.9,21.5,Ship Results (17).xlsx
9381732,AUGA,,Tanker-LR2,112521,0,0,21,62713,33875,0,98.5,14.621,Ship Results (22).xlsx
9381744,ANTILA,,Tanker-LR2,112511,0,0,21,62687,33875,0,98.5,14.621,Ship Results (22).xlsx
9381756,VELOS AQUARIUS,,Tanker-MR2,49999,175.56,32.24,18.8,29266,13129,0,52.5,12.763,Ship Results (20).xlsx
9381768,VELOS LEO,,Tanker-MR2,49999,175.56,32.24,18.8,29266,13129,0,52.6,12.768,Ship Results (20).xlsx
9381809,BURHAN DIZMAN,,"General Cargo 5,000-9,999 dwt",7728,120.527,19.2,9.2,5816,2766,9891,0,6.85,Ship Results (42).xlsx
9381811,NAVIN KESTREL,,"General Cargo 5,000-9,999 dwt",7330,0,0,8.2,4949,2963,0,0,6.32,Ship Results (42).xlsx
9381823,LEO MARIS,,Tanker-MR2,46488,175.55,32.24,18.8,29533,11943,0,52,12.2,Ship Results (20).xlsx
9381835,GULF MUTTRAH,,Tanker-MR2,46556,175.55,32.22,18.828,29535,11943,0,52,12.2,Ship Results (20).xlsx
9381847,GULF RASTAQ,,Tanker-MR2,46544,175.551,32.24,18.8,29508,11943,0,52.3,12.2,Ship Results (20).xlsx
9381861,PIRIN,Bulyard 21BC,Bulk Carrier-Small Handy,21211,159.99,25.018,11.5,13965,7244,24948,36,8.512,Ship Results (9).xlsx
9381873,SEMIHA-AHMET-M,Bulyard 42BC,Bulk Carrier-Handymax,42704,0,30.04,16.25,25327,14598,52656,48.3,11.81,Ship Results (1).xlsx
9381885,SPM POWER,,,2444,65.47,0,7.2,2521,756,0,0,6.1,Ship Results (57).xlsx
9381897,SHENG HONG 108,,,2426,0,0,7.2,2523,756,0,0,6.1,Ship Results (57).xlsx
9381902,DANUM 23,,"Tanker-<=4,999dwt",2158,0,0,4.8,1702,517,0,0,3.5,Ship Results (28).xlsx
9381938,WHITE STAR,,"General Cargo 5,000-9,999 dwt",9223,120.5,0,8.8,6013,3597,12084,0,6.5,Ship Results (42).xlsx
9381940,FENER,DCV 27,"General Cargo 5,000-9,999 dwt",5058,0,15.824,7.1,2992,1753,6427,0,5.53,Ship Results (42).xlsx
9381952,BELLIS,,"General Cargo 5,000-9,999 dwt",6804,0,0,8.2,4619,2746,9431,0,6.3,Ship Results (42).xlsx
9381990,BLUE SKY,,,5664,91.13,0,6,3741,1122,0,0,3.98,Ship Results (42).xlsx
9382009,RDS II,,,7857,89.61,0,7,6457,1937,0,0,5,Ship Results (42).xlsx
9382011,BESTAF 1,,,4370,86.01,0,5.67,2656,797,0,0,3.98,Ship Results (43).xlsx
9382023,RIAU FORTUNE,,,4353,86.01,0,5.7,2656,797,0,0,3.98,Ship Results (43).xlsx
9382059,NACI SELIMOGLU,,"General Cargo 5,000-9,999 dwt",5229,84.9,0,7.5,2991,1886,6715,0,6.59,Ship Results (42).xlsx
9382061,ARGENT DAISY,,Tanker-MR1,35435,167.38,27.73,16,20517,9898,0,42.3,11.405,Ship Results (21).xlsx
9382073,EVERDINE,,Tanker-MR2,45997,173.1,32.228,18.7,28049,11740,0,50.6,12.072,Ship Results (20).xlsx
9382085,BITU ATLANTIC,,,45986,173.1,32.228,18.7,28508,13344,0,50.6,12.102,Ship Results (41)tanker.xlsx
9382097,SAN MARTIN,,"PCC/PCTC => 4,000 cars",12244,169.16,0,30,40619,14163,0,48,8.75,Ship Results (50).xlsx
9382102,CHANG TAI HONG,,"PCC/PCTC => 4,000 cars",12282,169.16,0,30,40619,14163,0,48,8.75,Ship Results (50).xlsx
9382114,TANKER BEE 10,,"Tanker-7,500-9,999dwt",7915,116.04,17.23,8.8,5039,2398,0,16.4,6.86,Ship Results (26).xlsx
9382126,KALYMNOS,,"Tanker-5,000-7,499dwt",6272,0,18.14,8.8,4599,1958,0,15.5,6,Ship Results (27).xlsx
9382138,NISYROS,,"Tanker-5,000-7,499dwt",6313,0,18.4,8.8,4599,1958,0,15.5,6.6,Ship Results (27).xlsx
9382140,KARPATHOS,,"Tanker-5,000-7,499dwt",6248,0,18.18,8.8,4599,1958,0,15.5,6.613,Ship Results (27).xlsx
9382152,LEROS,,"Tanker-5,000-7,499dwt",6311,95.2,18.14,8.8,4599,1958,0,15.5,6.6,Ship Results (27).xlsx
9382164,KASSOS,,"Tanker-5,000-7,499dwt",6256,95.2,17.82,8.9,4580,1967,0,15.5,6.6,Ship Results (27).xlsx
9382176,ITHAKI II,,"Tanker-5,000-7,499dwt",6272,0,17.82,8.8,4580,1967,0,0,6.6,Ship Results (27).xlsx
9382188,KEFALONIA,,"Tanker-5,000-7,499dwt",6273,95.2,17.82,8.8,4580,1967,0,0,6.6,Ship Results (27).xlsx
9382190,PAXOI,,"Tanker-5,000-7,499dwt",6310,0,17.82,8.8,4580,1967,0,0,6.613,Ship Results (27).xlsx
9382229,NORTH OCEAN 102,,,9205,118.973,27.04,9.7,11680,3505,0,0,6.5,Ship Results (57).xlsx
9382293,DELTA SAILOR,GPA 654,,2129,0,0,5.5,1691,507,0,0,4.9,Ship Results (57).xlsx
9382334,MV PYTHON204,GPA 654,,2129,0,0,5.5,1691,507,0,0,4.9,Ship Results (57).xlsx
9382396,HOEGH OSLO,,"PCC/PCTC => 4,000 cars",16650,171.31,0,34.8,51964,15590,0,51.2,9.622,Ship Results (50).xlsx
9382425,SALMA,,,558,0,0,3.2,481,144,0,0,2.5,Ship Results (51).xlsx
9382451,DAISEN,,"Tanker-<=4,999dwt",580,0,8.02,3.5,252,0,0,0,3.35,Ship Results (28).xlsx
9382487,GREAT LADY,,Tanker-Handy,16922,136.44,0,12.5,11271,4986,0,28,8.8,Ship Results (24).xlsx
9382499,TM HAI HA 818,,Tanker-Handy,16900,136.44,0,12.5,11271,4986,0,28.1,8.8,Ship Results (24).xlsx
9382504,KOWIE,,Tanker-Handy,16886,136.44,0,12.5,11271,4986,0,28,8.8,Ship Results (24).xlsx
9382683,SUPER ROYAL,Imabari 53,Bulk Carrier-Supra/Ultramax,53472,183.06,32.29,17.3,29989,18486,68927,55.3,12.3,Ship Results (12).xlsx
9382695,ENY,Imabari 53,Bulk Carrier-Supra/Ultramax,53525,183.06,32.29,17.3,29988,18486,68927,55.3,12.3,Ship Results (12).xlsx
9382700,LADY URSULA,,Tanker-MR2,48673,173.47,32.228,19.05,28799,13234,0,51.8,12.616,Ship Results (20).xlsx
9382712,DENVER,,Tanker-MR2,47999,173.47,32.228,19.05,28799,12962,0,51.8,12.486,Ship Results (20).xlsx
9382724,PANCARAN GLORY,STAR 50,Bulk Carrier-Supra/Ultramax,50203,183.43,30.5,17.5,30273,16989,60557,52.2,12.82,Ship Results (12).xlsx
9382736,ERLYNE,STAR 50,Bulk Carrier-Supra/Ultramax,50640,183.53,30.56,17.5,30351,17226,60557,52.2,12.91,Ship Results (12).xlsx
9382748,CAROLINA,SSCC Maxima,"General Cargo <=4,999 dwt",3697,80.84,12.58,8,2409,993,4531,10,5.34,Ship Results (43).xlsx
9382750,MINERVA GLORIA,,Tanker-Aframax,115873,240.63,43.835,21,61382,35396,0,99.2,14.925,Ship Results (25).xlsx
9382762,MINERVA SOPHIA,,Tanker-Aframax,115748,0,43.84,21,61382,35396,0,99.2,14.925,Ship Results (25).xlsx
9382774,SKANDI COMMANDER,MT 6009,,3224,0,16.44,7.45,3203,961,0,0,6.22,Ship Results (57).xlsx
9382798,TRUST,,Tanker-MR2,46564,0,32.24,17.5,27725,13762,0,52.3,12.197,Ship Results (20).xlsx
9382815,BOKA TOPAZ,ST-256 L,,5337,0,22.04,9.6,8009,2403,0,0,7.3,Ship Results (57).xlsx
9382827,METIN DADAYLI,,"General Cargo 5,000-9,999 dwt",5229,0,0,7.5,2991,1866,6715,0,6.59,Ship Results (42).xlsx
9382839,JOSHUA CHOUEST,,,4453,0,0,8.9,4918,1475,0,0,7.01,Ship Results (55).xlsx
9382841,NANUQ,NA-300 Ice,,4378,86.93,0,7.32,3575,1072,0,0,6.25,Ship Results (55).xlsx
9382853,DINO CHOUEST,,,5190,0,0,9.44,5993,1797,0,0,8.53,Ship Results (55).xlsx
9382877,HOS BLACKHAWK,NA-2280,,4826,0,0,7.315,2994,1148,0,0,6.25,Ship Results (55).xlsx
9382944,HAVILA FORESIGHT,MT 6010 Mk II,,4800,0,0,7.85,4309,1747,0,0,6.35,Ship Results (57).xlsx
9382956,SELINI,,Tanker-LR1,74296,220.88,32.271,20.6,41676,19936,0,67.2,14.317,Ship Results (23).xlsx
9382968,SALAMINA,,Tanker-LR1,74251,220.88,32.271,20.6,41676,21792,0,67.2,14.317,Ship Results (23).xlsx
9382970,WORLD HARMONY,,Tanker-LR1,74200,220.88,32.271,20.6,41676,21792,0,67.2,14.317,Ship Results (23).xlsx
9382982,CHANTAL,,Tanker-LR1,74329,220.88,32.271,20.6,41676,21792,0,67.2,14.317,Ship Results (23).xlsx
9383077,GRAMPIAN TALISMAN,IMT 978,,3614,73.34,17.06,7.2,2955,886,0,0,5,Ship Results (57).xlsx
9383089,KUBA,,"Tanker-7,500-9,999dwt",8974,0,0,9.2,5683,2867,0,0,6.8,Ship Results (26).xlsx
9383106,MORNING LINDA,,"PCC/PCTC => 4,000 cars",28061,225.52,32.3,32.64,68701,24507,0,67.1,10.018,Ship Results (50).xlsx
9383144,KS HONOR,,Tanker-Handy,10772,113.58,0,10.8,7057,3430,0,20.1,8.314,Ship Results (24).xlsx
9383223,MSC LIDIA,Jiangsu 2500,Containership-Feedermax,34362,198.12,29.85,16.4,26435,12990,0,52.1,11.6,Ship Results (45).xlsx
9383235,SEALAND LOS ANGELES,Jiangsu 2500,Containership-Feedermax,34330,198.12,29.85,16.4,26435,12990,0,52.1,11.6,Ship Results (45).xlsx
9383247,SEALAND PHILADELPHIA,Jiangsu 2500,Containership-Feedermax,34375,198.12,29.85,16.4,26435,12990,0,52.1,11.6,Ship Results (45).xlsx
9383259,CHARM C,Jiangsu 2500,Containership-Feedermax,34221,198.12,29.85,16.4,26435,13016,0,52.1,11.6,Ship Results (45).xlsx
9383261,SEALAND MANZANILLO,Jiangsu 2500,Containership-Feedermax,34533,198.12,29.85,16.4,26435,13016,0,52.1,11.6,Ship Results (45).xlsx
9383285,SEABOARD OCEAN,CV 1100 Plus,Containership-Regional Feeder,13670,141.37,23.28,11.5,9948,5020,16000,28,8.5,Ship Results (46).xlsx
9383297,SEABOARD RANGER,CV 1100 Plus,Containership-Regional Feeder,13684,0,23.28,11.5,9948,5020,16000,28,8.5,Ship Results (46).xlsx
9383326,TEVFIK BEY,,"General Cargo 5,000-9,999 dwt",8317,113.65,17.92,8.3,5317,3169,10642,0,6.2,Ship Results (42).xlsx
9383338,BWEK ARUBA,,LPG-Small Gas Carrier,9999,112.58,19.83,11.2,9126,2738,0,21.3,8.66,Ship Results (30).xlsx
9383340,RAJTILAK,,,6143,102.38,17.62,10.1,5530,1659,0,0,6.63,Ship Results (41)tanker.xlsx
9383352,SHARDA,,,6108,102.38,17.62,10.1,5530,1659,0,0,6.5,Ship Results (41)tanker.xlsx
9383390,ZHONG TIE BO HAI 1 HAO,,,7200,0,0,9,24975,12987,0,0,6,Ship Results (52).xlsx
9383405,ZHONG TIE BO HAI 2 HAO,,,7200,0,0,9,24975,12987,0,0,6,Ship Results (52).xlsx
9383417,MORNING LISA,,"PCC/PCTC => 4,000 cars",28084,225.52,32.3,32.64,68701,24507,0,67.1,10.018,Ship Results (50).xlsx
9383429,MORNING LYNN,,"PCC/PCTC => 4,000 cars",28092,225.52,32.3,32.64,68701,24507,0,67.1,10.018,Ship Results (50).xlsx
9383431,MORNING LUCY,,"PCC/PCTC => 4,000 cars",28080,225.52,32.3,32.64,68701,24507,0,67.1,10.02,Ship Results (50).xlsx
9383443,BARBARICA,,Tanker-Handy,18818,136.85,23.3,11.8,12008,5718,0,31,8.9,Ship Results (24).xlsx
9383481,ANL BURRUP TRADER,MCP,"General Cargo 5,000-9,999 dwt",7664,0,19.744,8.5,5338,2309,9523,20,6.45,Ship Results (42).xlsx
9383493,ANL HEDLAND TRADER,MCP,"General Cargo 5,000-9,999 dwt",7664,0,19.744,8.5,5338,2309,9523,20,6.45,Ship Results (42).xlsx
9383508,HPC GALAXY,Kanda 32 Open,"General Cargo =>30,000dwt",32228,169.45,0,14.25,20236,10947,42595,43.8,10.02,Ship Results (41).xlsx
9383510,PROGRESS,,Containership-Small Feeder,12550,0,22.47,11,9858,5178,0,28.1,8.2,Ship Results (46).xlsx
9383522,PRIME,,Containership-Small Feeder,12562,0,22.49,11,9858,5178,0,28.1,8.2,Ship Results (46).xlsx
9383534,TEN JUPITER,,Containership-Small Feeder,12559,0,22.47,11.01,9858,5169,0,28.1,8.214,Ship Results (46).xlsx
9383546,HECAN,,Containership-Small Feeder,12548,0,22.46,11.01,9858,5169,0,28.1,8.214,Ship Results (46).xlsx
9383558,CITY OF HAMBURG,,"Ro-ro cargo =>3,000 LM",3546,123.996,20.64,19.65,15643,4692,0,0,5.5,Ship Results (51).xlsx
9383560,CIUDAD DE CADIZ,,"Ro-ro cargo =>3,000 LM",3500,0,0,19.65,15643,4692,0,0,5.5,Ship Results (51).xlsx
9383596,MARTI STAR II,Dae Sun 1000,Containership-Regional Feeder,12829,0,22.632,11.2,9610,4745,0,28.5,8.2,Ship Results (46).xlsx
9383601,SEA EMPEROR,,Tanker-Handy,13083,0,20.43,11.5,8503,4173,0,23.2,8.7,Ship Results (24).xlsx
9383613,JABRAYIL DOVLATZADEH,,"Tanker-<=4,999dwt",3456,0,0,7.2,2603,1131,0,10.8,5.68,Ship Results (28).xlsx
9383625,MATTHEW PERRY,,,19583,0,32.24,15.2,43758,13127,21181,0,9.7,Ship Results (61).xlsx
9383649,NATCHAN WORLD,Evolution One12,"RoPax-10,000-19,999gt",1200,0,0,13,10715,3214,0,0,3.94,Ship Results (52).xlsx
9383651,W WEST,,"Tanker-7,500-9,999dwt",8026,0,19.07,10.05,5713,2419,0,16.9,7.61,Ship Results (26).xlsx
9383663,SLNC PAX,,"Tanker-5,000-7,499dwt",6957,96.01,19.07,10.5,5758,2422,0,16.9,7.027,Ship Results (27).xlsx
9383730,BALAT,,"General Cargo 10,000-14,999dwt",10975,0,0,9.5,7008,4161,13950,20.9,7.32,Ship Results (41).xlsx
9383754,OLYMPIC TRITON,Ulstein P101,,4900,0,0,9,5959,1787,0,0,7,Ship Results (57).xlsx
9383780,KYLIE WILLIAMS,,,2667,0,0,5.79,1659,571,0,0,4.87,Ship Results (55).xlsx
9383792,LOREN C,Entech 220ft,,1962,61.26,0,5.79,1201,381,0,0,4.87,Ship Results (55).xlsx
9383807,MISS ELLIE CATE,,,223,0,0,3.66,233,69,0,0,0,Ship Results (58).xlsx
9383857,EVANGELISTRIA,SDARI 76,Bulk Carrier-Pmax/Kamsarmax,75750,218.22,32.294,19.7,41655,25807,92101,67.8,14.17,Ship Results (6).xlsx
