Consignee_Harmonized,Port of Loading (F),Country of Origin (F),Shipper_Harmonized,Tons,Consignee_Entity_ID,Pct_of_Entity_Total,Route_Rank
Aes Puerto Rico Lp,"Puerto Drummond, Colombia",Colombia,Drummond,2468800.0,,100.0,1.0
Aramco Americas,"Freeport, Grand Bahama I, Bahamas",Bahamas,Aramco Americas,590124.94,ARAMCO-001,28.7,1.0
Aramco Americas,"Forcados, Nigeria",Nigeria,Monroe Energy,524244.0,ARAMCO-001,25.5,2.0
Aramco Americas,"All Other Nigeria Ports, Nigeria",Nigeria,Nigerian National Petroleum Corp.,211660.14,ARAMCO-001,10.3,3.0
Aramco Americas,"Pointe A Pierre, Trinidad and Tobago",Trinidad and Tobago,Heritage Petroleum,157773.28,ARAMCO-001,7.67,4.0
Aramco Americas,"Freeport, Grand Bahama I, Bahamas",Bahamas,Aramco Trading Co.,112854.78,ARAMCO-001,5.49,5.0
Aramco Americas,"Puerto Matias De Galves, Guatemala",Guatemala,Perenco Guatemala Ltd.,84236.36,ARAMCO-001,4.1,6.0
Aramco Americas,"All Other Trinidad Ports, Trinidad and Tobago",Trinidad and Tobago,Heritage Petroleum,50489.0,ARAMCO-001,2.46,7.0
Aramco Americas,"Dhuba, Saudi Arabia",Saudi Arabia,Aramco Trading Fujairah,44332.27,ARAMCO-001,2.16,8.0
Aramco Americas,"Freeport, Grand Bahama I, Bahamas",Bahamas,Aramco Trading Fujairah,43741.0,ARAMCO-001,2.13,9.0
Aramco Americas,"Cartagena, Colombia",Colombia,Ecopetrol,40883.0,ARAMCO-001,1.99,10.0
Aramco Americas,"Dos Bocas, Mexico",Mexico,PMI Trading,40356.0,ARAMCO-001,1.96,11.0
Aramco Americas,"Skikda, Algeria",Algeria,Aramco Americas,39293.0,ARAMCO-001,1.91,12.0
Aramco Americas,"All Other Saudi Arabia Ports, Saudi Arabia",Saudi Arabia,Aramco Trading Co.,34853.78,ARAMCO-001,1.7,13.0
Aramco Americas,"All Other Saudi Arabia Ports, Saudi Arabia",Saudi Arabia,Aramaco Trading Co.,30770.0,ARAMCO-001,1.5,14.0
Aramco Americas,"Adabiya, Egypt",Egypt,Aramco Trading Fujairah,25678.0,ARAMCO-001,1.25,15.0
Aramco Americas,"Dhuba, Saudi Arabia",Saudi Arabia,Aramaco Trading Co.,18634.0,ARAMCO-001,0.91,16.0
Aramco Americas,"Montevideo, Uruguay",Uruguay,Yarus S.A.,2090.87,ARAMCO-001,0.1,17.0
Aramco Americas,"All Other Saudi Arabia Ports, Saudi Arabia",Saudi Arabia,Aramco Trading Fujairah,1000.0,ARAMCO-001,0.05,18.0
Aramco Americas,"Sao Paulo, Brazil",Brazil,Minerva S.A.,861.27,ARAMCO-001,0.04,19.0
Aramco Americas,"Sao Paulo, Brazil",Brazil,Minerva S A,752.19,ARAMCO-001,0.04,20.0
Aramco Americas,"Sao Paulo, Brazil",Brazil,Minerva S.A,576.69,ARAMCO-001,0.03,21.0
Aramco Americas,"Sao Paulo, Brazil",Brazil,Minerva Sa,398.24,ARAMCO-001,0.02,22.0
Aramco Americas,"Sao Paulo, Brazil",Brazil,Minervasp,327.77,ARAMCO-001,0.02,23.0
ArcelorMittal,"Lazaro Cardenas, Mexico",Mexico,ArcelorMittal,1494889.13,ARCELORMITTAL-001,22.08,1.0
ArcelorMittal,"Praia Mole, Brazil",Brazil,ArcelorMittal,897896.48,ARCELORMITTAL-001,13.26,2.0
ArcelorMittal,"Port Cartier, Que, Canada",Canada,ArcelorMittal,667918.0,ARCELORMITTAL-001,9.86,3.0
ArcelorMittal,"Quebec, Que, Canada",Canada,Iron Ore Company of Canada,621366.0,ARCELORMITTAL-001,9.18,4.0
ArcelorMittal,"Sept Iles, QUE, Canada",Canada,Iron Ore Company of Canada,531041.0,ARCELORMITTAL-001,7.84,5.0
ArcelorMittal,"Antwerp, Belgium",Belgium,ArcelorMittal,463171.77,ARCELORMITTAL-001,6.84,6.0
ArcelorMittal,"Point Ubu, Brazil",Brazil,Samarco Mineracao S A,423739.0,ARCELORMITTAL-001,6.26,7.0
ArcelorMittal,"Point Ubu, Brazil",Brazil,Samarco Mineracao S.A.,317073.0,ARCELORMITTAL-001,4.68,8.0
ArcelorMittal,"All Other Belgium Ports, Belgium",Belgium,ArcelorMittal,304822.5,ARCELORMITTAL-001,4.5,9.0
ArcelorMittal,"All Other Brazil Ports South Of Recife, Brazil",Brazil,ArcelorMittal,251813.73,ARCELORMITTAL-001,3.72,10.0
ArcelorMittal,"Pasages, Spain",Spain,ArcelorMittal,130062.5,ARCELORMITTAL-001,1.92,11.0
ArcelorMittal,"Antwerp, Belgium",Belgium,Arcelor Mittal Bremen Gmb H,86503.95,ARCELORMITTAL-001,1.28,12.0
ArcelorMittal,"All Other Canada Atlantic Region Ports, Canada",Canada,Iron Ore Company of Canada,74298.0,ARCELORMITTAL-001,1.1,13.0
ArcelorMittal,"Port Cartier, Que, Canada",Canada,Arcelor Mittal Mining Canada,72389.0,ARCELORMITTAL-001,1.07,14.0
ArcelorMittal,"Quebec, Canada",Canada,ArcelorMittal,70123.0,ARCELORMITTAL-001,1.04,15.0
ArcelorMittal,"All Other Brazil Ports North Of Recife, Brazil",Brazil,ArcelorMittal,62143.0,ARCELORMITTAL-001,0.92,16.0
ArcelorMittal,"Praia Mole, Brazil",Brazil,Enterprises Shipping Trading Sa,51912.02,ARCELORMITTAL-001,0.77,17.0
ArcelorMittal,"Stettin, Poland",Poland,ArcelorMittal,46226.78,ARCELORMITTAL-001,0.68,18.0
ArcelorMittal,"Lido, Italy",Italy,Tamini Trasformatori S.R.L.,38763.0,ARCELORMITTAL-001,0.57,19.0
ArcelorMittal,"Pecem, Brazil",Brazil,ArcelorMittal,30132.0,ARCELORMITTAL-001,0.45,20.0
ArcelorMittal,"Pecem, Brazil",Brazil,Arcelormettal Pecum Sa,29396.0,ARCELORMITTAL-001,0.43,21.0
ArcelorMittal,"Fos, France",France,ArcelorMittal,18012.66,ARCELORMITTAL-001,0.27,22.0
ArcelorMittal,"Juzhny, Ukraine",Ukraine,ArcelorMittal,14151.8,ARCELORMITTAL-001,0.21,23.0
ArcelorMittal,"Aviles, Spain",Spain,ArcelorMittal,13894.8,ARCELORMITTAL-001,0.21,24.0
ArcelorMittal,"Praia Mole, Brazil",Brazil,Arcelor Mittal Brasil S.A.,13038.88,ARCELORMITTAL-001,0.19,25.0
ArcelorMittal,"Constanta, Romania",Romania,Arcelor Mittal Products Roman Sa,10672.75,ARCELORMITTAL-001,0.16,26.0
ArcelorMittal,"All Other Viet Nam Ports, Vietnam",Vietnam,"Hoa Phat Steel Co., Ltd.",8562.96,ARCELORMITTAL-001,0.13,27.0
ArcelorMittal,"Hamburg, Germany",Germany,ArcelorMittal,8063.49,ARCELORMITTAL-001,0.12,28.0
ArcelorMittal,"Sepetiba Bay, Brazil",Brazil,Arcelor Mittal Brasil S.A.,6380.56,ARCELORMITTAL-001,0.09,29.0
ArcelorMittal,"Sao Francisco Do Sul, Brazil",Brazil,ArcelorMittal,3604.0,ARCELORMITTAL-001,0.05,30.0
ArcelorMittal,"Bremen, Germany",Germany,Arcelor Mittal Bremen Gmb H,2273.01,ARCELORMITTAL-001,0.03,31.0
ArcelorMittal,"Antwerp, Belgium",Belgium,Arcelor Mittal Commercial Rps S.A.R.L.,2154.92,ARCELORMITTAL-001,0.03,32.0
ArcelorMittal,"Richard's Bay, South Africa",South Africa,ArcelorMittal,2034.43,ARCELORMITTAL-001,0.03,33.0
ArcelorMittal,"All Other Viet Nam Ports, Vietnam",Vietnam,Nam Kim Steel Jsc,604.47,ARCELORMITTAL-001,0.01,34.0
ArcelorMittal,"Barranquilla, Colombia",Colombia,Corpacero S.A.,554.71,ARCELORMITTAL-001,0.01,35.0
ArcelorMittal,"Constanta, Romania",Romania,Liberty Tubular Products Galati Sa,443.38,ARCELORMITTAL-001,0.01,36.0
ArcelorMittal,"Antwerp, Belgium",Belgium,Arcelor Mittal,265.22,ARCELORMITTAL-001,0.0,37.0
ArcelorMittal,"Antwerp, Belgium",Belgium,Gontermann Peipers,215.04,ARCELORMITTAL-001,0.0,38.0
ArcelorMittal,"Antwerp, Belgium",Belgium,Karl Buch Walzengiesserei Gmb H & Co.,146.8,ARCELORMITTAL-001,0.0,39.0
ArcelorMittal,"Zeebrugge, Belgium",Belgium,ArcelorMittal,83.56,ARCELORMITTAL-001,0.0,40.0
ArcelorMittal,"Zeebrugge, Belgium",Belgium,Arcelor Mittal Wire France,77.14,ARCELORMITTAL-001,0.0,41.0
ArcelorMittal,"Bremerhaven, Germany",Germany,Aumund Fordertechnik Gmb H,5.4,ARCELORMITTAL-001,0.0,42.0
Argos Usa,"Cartagena, Colombia",Colombia,Zona Franca Argos S.A.S.,792026.96,,39.0,1.0
Argos Usa,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Turkey,Nuh Cimento Sanayi A.S.,646372.38,,31.82,2.0
Argos Usa,"Mizushima, Japan",Japan,Jfe Shoji Corp.,208776.0,,10.28,3.0
Argos Usa,"Fukuyama, Japan",Japan,Jfe Shoji Trade Corp.,124850.0,,6.15,4.0
Argos Usa,"Fukuyama, Japan",Japan,Jfe Shoji Corp.,83963.74,,4.13,5.0
Argos Usa,"All Other Spain Mediterranean Region Ports, Spain",Spain,Saint Gobain Placo Iberica Sa,83350.0,,4.1,6.0
Argos Usa,"Alexandretta, Turkey",Turkey,Medcem Global,46000.0,,2.26,7.0
Argos Usa,"Gabes, Tunisia",Tunisia,Ste Tuniso Andalouse De Cement,45668.0,,2.25,8.0
Argos Usa,"All Other Turkey Mediterranean Region Ports, Turkey",Turkey,Nuh Cimento Sanayi A.S.,33.0,,0.0,9.0
Atalco Gramercy,"Port Rhoades, Jamaica",Jamaica,Discovery Bauxite,3975558.0,ATALCO-001,100.0,1.0
BP,"Angra Dos Reis, Brazil",Brazil,Petrobras,588773.77,BP-001,13.12,1.0
BP,"Freeport, Grand Bahama I, Bahamas",Bahamas,BP,570039.19,BP-001,12.7,2.0
BP,"Comodoro Rivadavia, Argentina",Argentina,Pan American Energy Llc,493371.35,BP-001,10.99,3.0
BP,"Porto De Sines, Portugal",Portugal,Petrogal S.A.,235187.02,BP-001,5.24,4.0
BP,"Klaipeda, Lithuania",Lithuania,Public Co. Orlen Lietuva,208031.01,BP-001,4.64,5.0
BP,"Amsterdam, Netherlands",Netherlands,Scl Rotterdam,158782.24,BP-001,3.54,6.0
BP,"Mongstad, Norway",Norway,Equinor Asa,114209.32,BP-001,2.54,7.0
BP,"Bedi, India",India,Reliance Industries,111071.14,BP-001,2.47,8.0
BP,"Daesan, South Korea",South Korea,"Hyundai Oilbank Co., Ltd.",105149.83,BP-001,2.34,9.0
BP,"Sao Sebastio, Brazil",Brazil,Petrobras,103632.0,BP-001,2.31,10.0
BP,"Bedi, India",India,Ril,102582.0,BP-001,2.29,11.0
BP,"Come By Chance, Nfld, Canada",Canada,Suncor Energy,94778.0,BP-001,2.11,12.0
BP,"Antwerp, Belgium",Belgium,Glencore Energy Uk Ltd.,75750.0,BP-001,1.69,13.0
BP,"Kaohsiung, Taiwan",Taiwan,BP,74134.0,BP-001,1.65,14.0
BP,"Sarroch Oil Terminal, Italy",Italy,Saras Saras Trading Sa,73968.84,BP-001,1.65,15.0
BP,"Amsterdam, Netherlands",Netherlands,Equinor Asa,73570.0,BP-001,1.64,16.0
BP,"Caleta Cordova, Argentina",Argentina,Capex Sa,70901.0,BP-001,1.58,17.0
BP,"Amsterdam, Netherlands",Netherlands,Totsa Totalenergies Trading Sa,70464.0,BP-001,1.57,18.0
BP,"Dos Bocas, Mexico",Mexico,PMI Trading,70068.25,BP-001,1.56,19.0
BP,"Suape, Brazil",Brazil,Petrobras,69789.89,BP-001,1.55,20.0
BP,"Daesan, South Korea",South Korea,"Aramco Trading Singapore Pte., Ltd.",64311.98,BP-001,1.43,21.0
BP,"Samil, South Korea",South Korea,"Brb Singapore Pte., Ltd.",60324.98,BP-001,1.34,22.0
BP,"Pembroke, United Kingdom",United Kingdom,Valero,55356.0,BP-001,1.23,23.0
BP,"Imbituba, Brazil",Brazil,Petrocoque Sa Industria E Comercio,50098.22,BP-001,1.12,24.0
BP,"Sao Sebastio, Brazil",Brazil,Petrocoque Sa Industria E Comercio,50039.24,BP-001,1.11,25.0
BP,"All Other Peoples Republic of China Ports, China",China,Zhejiang Petroleum And Chemical,48402.53,BP-001,1.08,26.0
BP,"Porto De Sines, Portugal",Portugal,Petrogal Sa,46475.0,BP-001,1.04,27.0
BP,"Onsan, South Korea",South Korea,Lotte Chemical Corp.,45990.2,BP-001,1.02,28.0
BP,"Comodoro Rivadavia, Argentina",Argentina,Capex Sa,45438.88,BP-001,1.01,29.0
BP,"Sao Paulo, Brazil",Brazil,Petrobras,39340.3,BP-001,0.88,30.0
BP,"All Other China (Taiwan) Ports, Taiwan",Taiwan,Formosa Petrochemical Corp.,38521.13,BP-001,0.86,31.0
BP,"Rio De Janeiro, Brazil",Brazil,Petrobras,35312.0,BP-001,0.79,32.0
BP,"Taichung, Taiwan",Taiwan,"Brb Singapore Pte., Ltd.",34972.56,BP-001,0.78,33.0
BP,"Rotterdam, Netherlands",Netherlands,BP,33883.5,BP-001,0.75,34.0
BP,"Porto De Sines, Portugal",Portugal,BP,32972.35,BP-001,0.73,35.0
BP,"Comodoro Rivadavia, Argentina",Argentina,Tecpetrol S.A.,27263.32,BP-001,0.61,36.0
BP,"All Other Argentina Ports, Argentina",Argentina,ExxonMobil,26129.0,BP-001,0.58,37.0
BP,"Rotterdam, Netherlands",Netherlands,Bp Europa Se,25006.68,BP-001,0.56,38.0
BP,"Bahia Blanca, Argentina",Argentina,Emirates Aluminium (EGA),24869.0,BP-001,0.55,39.0
BP,"Vancouver, BC, Canada",Canada,BP,23733.64,BP-001,0.53,40.0
BP,"Samil, South Korea",South Korea,Gs Caltex Corporation,21601.56,BP-001,0.48,41.0
BP,"Samil, South Korea",South Korea,Trafigura,21400.0,BP-001,0.48,42.0
BP,"Sarroch Oil Terminal, Italy",Italy,La Raffineria Sarlux,17702.4,BP-001,0.39,43.0
BP,"Singapore, Singapore",Singapore,"Brb Singapore Pte., Ltd.",17520.09,BP-001,0.39,44.0
BP,"Montreal, Que, Canada",Canada,Suncor Energy,17004.0,BP-001,0.38,45.0
BP,"Sarroch Oil Terminal, Italy",Italy,Sarlux Refinery Sarroch (Itally),15844.0,BP-001,0.35,46.0
BP,"Bonny, Nigeria",Nigeria,Nigerian National Petroleum Corp.,15001.0,BP-001,0.33,47.0
BP,"Kaohsiung, Taiwan",Taiwan,"Brb Singapore Pte., Ltd.",12871.8,BP-001,0.29,48.0
BP,"Soyo Oil Terminal, Angola",Angola,Chevron,12630.0,BP-001,0.28,49.0
BP,"Le Havre, France",France,Totsa Totalenergies Trading Sa,11177.0,BP-001,0.25,50.0
BP,"Soyo Oil Terminal, Angola",Angola,Angola Lng Ltd.,10526.0,BP-001,0.23,51.0
BP,"All Other China (Taiwan) Ports, Taiwan",Taiwan,"Brb Singapore Pte., Ltd.",10067.3,BP-001,0.22,52.0
BP,"Bedi, India",India,Reliance Industres Ltd.,8948.0,BP-001,0.2,53.0
BP,"Amsterdam, Netherlands",Netherlands,Aramco Trading Ltd.,7191.6,BP-001,0.16,54.0
BP,"Porto De Sines, Portugal",Portugal,Neste Oil (Suisse),5928.0,BP-001,0.13,55.0
BP,"Huelva, Spain",Spain,Cia Espanola De Petroleos Sa,5267.0,BP-001,0.12,56.0
BP,"Mamonal, Colombia",Colombia,Refineria De Cartagena S.A.,3397.0,BP-001,0.08,57.0
BP,"Bahia Blanca, Argentina",Argentina,Transportadora De Gas Del Sur Sa,686.0,BP-001,0.02,58.0
BP,"Mamonal, Colombia",Colombia,BP,628.0,BP-001,0.01,59.0
BP,"Antwerp, Belgium",Belgium,By Cast Nv,82.46,BP-001,0.0,60.0
Blue Water Industries,"All Other Newfoundland Ports, Canada",Canada,Emirates Aluminium (EGA),1809300.0,BLUE-WATER-001,100.0,1.0
Celanese,"Coatzacoalcos, Mexico",Mexico,Celanese,4588386.0,CELANESE-001,99.91,1.0
Celanese,"Huelva, Spain",Spain,Cepsa Quimica S.A,2039.0,CELANESE-001,0.04,2.0
Celanese,"Rotterdam, Netherlands",Netherlands,Mitsui & Co. Deutschland Gmb H,1936.84,CELANESE-001,0.04,3.0
Cemex,"All Other Canada Atlantic Region Ports, Canada",Canada,Cemex,947755.0,CEMEX-001,23.62,1.0
Cemex,"All Other Turkey Mediterranean Region Ports, Turkey",Turkey,Medcem Global,552514.73,CEMEX-001,13.77,2.0
Cemex,"Alcanar, Spain",Spain,Cemex,503639.81,CEMEX-001,12.55,3.0
Cemex,"All Other Viet Nam Ports, Vietnam",Vietnam,Vissai Ninh Binh Jsc,450399.0,CEMEX-001,11.22,4.0
Cemex,"Ad Dammam, Saudi Arabia",Saudi Arabia,Saudi Cement Co.,257874.0,CEMEX-001,6.43,5.0
Cemex,"Altamira, Mexico",Mexico,Cemex,233854.39,CEMEX-001,5.83,6.0
Cemex,"All Other Newfoundland Ports, Canada",Canada,Cemex,167856.0,CEMEX-001,4.18,7.0
Cemex,"All Other Viet Nam Ports, Vietnam",Vietnam,"Long Son Industrials Co., Ltd.",112840.0,CEMEX-001,2.81,8.0
Cemex,"All Other Spain Mediterranean Region Ports, Spain",Spain,Transporte La Fama Sa,109460.0,CEMEX-001,2.73,9.0
Cemex,"Bur Said, Egypt",Egypt,Heidelberg Materials Suez Cement,88000.0,CEMEX-001,2.19,10.0
Cemex,"Oran, Algeria",Algeria,Sarl Macore,81500.0,CEMEX-001,2.03,11.0
Cemex,"Adana, Turkey",Turkey,Medcem Global,65700.0,CEMEX-001,1.64,12.0
Cemex,"All Other Viet Nam Ports, Vietnam",Vietnam,Nam Phuong Imex Imp. & Exp. . J,64035.92,CEMEX-001,1.6,13.0
Cemex,"Guaymas, Mexico",Mexico,Cemex,55660.0,CEMEX-001,1.39,14.0
Cemex,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Turkey,Ep Power Minerals Gmb H,54191.0,CEMEX-001,1.35,15.0
Cemex,"Linden, Guyana",Guyana,Bosai Minerals Group (Guyana) Inc.,52934.29,CEMEX-001,1.32,16.0
Cemex,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Turkey,Akcansa Cimento San Tic As,44000.0,CEMEX-001,1.1,17.0
Cemex,"Bur Said, Egypt",Egypt,Heidelberg Materials Suez Cement Sae K30 Maadi Ein Sokhna Road Cairo Egypt,44000.0,CEMEX-001,1.1,17.0
Cemex,"All Other Saudi Arabia Ports, Saudi Arabia",Saudi Arabia,Saudi Cement Co.,30400.0,CEMEX-001,0.76,18.0
Cemex,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Turkey,Cenal Elektrik Uretim A.S.,30006.0,CEMEX-001,0.75,19.0
Cemex,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Turkey,Medcem Global,27500.0,CEMEX-001,0.69,20.0
Cemex,"All Other Viet Nam Ports, Vietnam",Vietnam,"Long Son Co., Ltd.",14000.0,CEMEX-001,0.35,21.0
Cemex,"All Other Mexico East Coast Region Ports, Mexico",Mexico,Cemex,11498.23,CEMEX-001,0.29,22.0
Cemex,"All Other China (Taiwan) Ports, Taiwan",Taiwan,Rizhao Jinghua New Type Building,10000.0,CEMEX-001,0.25,23.0
Cemex,"Coatzacoalcos, Mexico",Mexico,Cemex,1902.22,CEMEX-001,0.05,24.0
Cemex,"Kaohsiung, Taiwan",Taiwan,China Steel Corporation,804.52,CEMEX-001,0.02,25.0
Cemex,"Antwerp, Belgium",Belgium,Aumund Fordertechnik Gmb H,150.52,CEMEX-001,0.0,26.0
Cemex,"Zeebrugge, Belgium",Belgium,Untha Iberica,80.42,CEMEX-001,0.0,27.0
Chevron,"Armuelles, Panama",Panama,Chevron,9305655.82,CHEVRON-001,21.55,1.0
Chevron,"Jose, Venezuela",Venezuela,Petropiar,5313346.93,CHEVRON-001,12.3,2.0
Chevron,"Jose, Venezuela",Venezuela,PDVSA,2873740.52,CHEVRON-001,6.66,3.0
Chevron,"Bajo Grande, Venezuela",Venezuela,PDVSA,2509651.76,CHEVRON-001,5.81,4.0
Chevron,"Cayo Arcas, Mexico",Mexico,PMI Trading,1983770.67,CHEVRON-001,4.59,5.0
Chevron,"All Other Venezuela Ports, Venezuela",Venezuela,PDVSA,1844896.04,CHEVRON-001,4.27,6.0
Chevron,"Pajaritos, Mexico",Mexico,PMI Trading,1781572.33,CHEVRON-001,4.13,7.0
Chevron,"Skikda, Algeria",Algeria,Chevron,1649630.15,CHEVRON-001,3.82,8.0
Chevron,"Mina Saud, Kuwait",Kuwait,Chevron,1413216.7,CHEVRON-001,3.27,9.0
Chevron,"All Other Venezuela Ports, Venezuela",Venezuela,Petropiar,1148145.64,CHEVRON-001,2.66,10.0
Chevron,"Vancouver, BC, Canada",Canada,Cenovus Energy,974867.18,CHEVRON-001,2.26,11.0
Chevron,"Freeport, Grand Bahama I, Bahamas",Bahamas,Chevron,931731.61,CHEVRON-001,2.16,12.0
Chevron,"Covenas, Colombia",Colombia,Trafigura,515305.58,CHEVRON-001,1.19,13.0
Chevron,"Antwerp, Belgium",Belgium,Chevron,421476.64,CHEVRON-001,0.98,14.0
Chevron,"Vancouver, BC, Canada",Canada,Chevron,407648.84,CHEVRON-001,0.94,15.0
Chevron,"Bahia Blanca, Argentina",Argentina,Compania De Hidrocarburo,399129.24,CHEVRON-001,0.92,16.0
Chevron,"Skikda, Algeria",Algeria,Sonatrach,398198.9,CHEVRON-001,0.92,17.0
Chevron,"Samil, South Korea",South Korea,Gs Caltex Corporation,392740.02,CHEVRON-001,0.91,18.0
Chevron,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Statoil Brasil Oleo E Gas Ltda,390612.0,CHEVRON-001,0.9,19.0
Chevron,"Dos Bocas, Mexico",Mexico,PMI Trading,344280.72,CHEVRON-001,0.8,20.0
Chevron,"Coatzacoalcos, Mexico",Mexico,PMI Trading,328503.32,CHEVRON-001,0.76,21.0
Chevron,"Whiffen Head, Nfld, Canada",Canada,Chevron,309663.94,CHEVRON-001,0.72,22.0
Chevron,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Frontera Energy Colombia Corp.,299711.98,CHEVRON-001,0.69,23.0
Chevron,"Pointe A Pierre, Trinidad and Tobago",Trinidad and Tobago,Heritage Petroleum,293563.52,CHEVRON-001,0.68,24.0
Chevron,"All Other Guyana Ports, Guyana",Guyana,ExxonMobil,283162.14,CHEVRON-001,0.66,25.0
Chevron,"All Other Panama West Coast Region Ports, Panama",Panama,Chevron,275744.34,CHEVRON-001,0.64,26.0
Chevron,"Pajaritos, Mexico",Mexico,Pmi Commercio International S.A. De,261240.0,CHEVRON-001,0.6,27.0
Chevron,"Bedi, India",India,Reliance Industries,235067.84,CHEVRON-001,0.54,28.0
Chevron,"All Other Brazil Ports North Of Recife, Brazil",Brazil,Statoil Brasil Oleo E Gas Ltda,227469.0,CHEVRON-001,0.53,29.0
Chevron,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador,208599.63,CHEVRON-001,0.48,30.0
Chevron,"Fujairah, United Arab Emirates",United Arab Emirates,Chevron,181138.0,CHEVRON-001,0.42,31.0
Chevron,"Skikda, Algeria",Algeria,Sonatrach Activite,175990.0,CHEVRON-001,0.41,32.0
Chevron,"Armuelles, Panama",Panama,Trafigura,171919.87,CHEVRON-001,0.4,33.0
Chevron,"Novorossiysk, Russia",Russia,Karachaganak Petroleum Operating,166082.0,CHEVRON-001,0.38,34.0
Chevron,"All Other Bahrain Ports, Bahrain",Bahrain,Bapco Refining Bsc,160151.74,CHEVRON-001,0.37,35.0
Chevron,"All Other Argentina Ports, Argentina",Argentina,Chevrn Argentina Srl,159466.35,CHEVRON-001,0.37,36.0
Chevron,"All Other Malaysia Ports, Malaysia",Malaysia,Chevron,153493.72,CHEVRON-001,0.36,37.0
Chevron,"Jose, Venezuela",Venezuela,Oeste,153010.0,CHEVRON-001,0.35,38.0
Chevron,"Cartagena, Colombia",Colombia,Trafigura,150420.0,CHEVRON-001,0.35,39.0
Chevron,"Cayo Arcas, Mexico",Mexico,Pmi Commercio International S.A. De,147658.0,CHEVRON-001,0.34,40.0
Chevron,"Dos Bocas, Mexico",Mexico,P M I Comercio International S A,143294.0,CHEVRON-001,0.33,41.0
Chevron,"Angra Dos Reis, Brazil",Brazil,Petrobras,141148.26,CHEVRON-001,0.33,42.0
Chevron,"Armuelles, Panama",Panama,Petrorio Luxembourg Holding Sari,140949.28,CHEVRON-001,0.33,43.0
Chevron,"Esmeraldas, Ecuador",Ecuador,Trafigura,136897.44,CHEVRON-001,0.32,44.0
Chevron,"Chiriqui Grande Terminal, Panama",Panama,Natixis Paris,133503.12,CHEVRON-001,0.31,45.0
Chevron,"All Other Scotland East Coast Ports, United Kingdom",United Kingdom,Equinor Asa,124512.0,CHEVRON-001,0.29,46.0
Chevron,"All Other England South And East Coast Ports, United Kingdom",United Kingdom,Bp Oil International Ltd.,123439.4,CHEVRON-001,0.29,47.0
Chevron,"Ensteadvaerket, Denmark",Denmark,Chevron,122891.68,CHEVRON-001,0.28,48.0
Chevron,"Salina Cruz, Mexico",Mexico,PMI Trading,117234.16,CHEVRON-001,0.27,49.0
Chevron,"Vancouver, BC, Canada",Canada,Suncor Energy,106125.0,CHEVRON-001,0.25,50.0
Chevron,"Galeota Point, Trinidad and Tobago",Trinidad and Tobago,Woodside Energy Trinidad C2 Ltd.,101506.88,CHEVRON-001,0.24,51.0
Chevron,"Balboa, Panama",Panama,Trafigura,100969.66,CHEVRON-001,0.23,52.0
Chevron,"Bedi, India",India,Chevron,86165.0,CHEVRON-001,0.2,53.0
Chevron,"All Other Canada Pacific Region Ports, Canada",Canada,Suncor Energy,85846.0,CHEVRON-001,0.2,54.0
Chevron,"Altamira, Mexico",Mexico,PMI Trading,83415.92,CHEVRON-001,0.19,55.0
Chevron,"All Other Canada Pacific Region Ports, Canada",Canada,Cenovus Energy Inc.,82823.0,CHEVRON-001,0.19,56.0
Chevron,"Skikda, Algeria",Algeria,Sonatrach Commercialisation,81269.0,CHEVRON-001,0.19,57.0
Chevron,"Antwerp, Belgium",Belgium,Petroineos Trading Ltd.,79364.0,CHEVRON-001,0.18,58.0
Chevron,"Come By Chance, Nfld, Canada",Canada,Chevron,79093.0,CHEVRON-001,0.18,59.0
Chevron,"Vancouver, BC, Canada",Canada,Parkland Corp.,77081.75,CHEVRON-001,0.18,60.0
Chevron,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Equinor Brasil,73540.0,CHEVRON-001,0.17,61.0
Chevron,"All Other Argentina Ports, Argentina",Argentina,Compania De Hidrocarburo,73318.0,CHEVRON-001,0.17,62.0
Chevron,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Bp Latin America Llc Sucursal Co.,72638.38,CHEVRON-001,0.17,63.0
Chevron,"All Other Scotland West Coast Ports, United Kingdom",United Kingdom,Bp Oil International Ltd.,71560.0,CHEVRON-001,0.17,64.0
Chevron,"Campeche, Mexico",Mexico,Pmi Commercio International S.A. De,70989.23,CHEVRON-001,0.16,65.0
Chevron,"Daesan, South Korea",South Korea,Chevron,70170.6,CHEVRON-001,0.16,66.0
Chevron,"Amsterdam, Netherlands",Netherlands,Trafigura,70012.0,CHEVRON-001,0.16,67.0
Chevron,"Bahia Blanca, Argentina",Argentina,Chevron,67529.86,CHEVRON-001,0.16,68.0
Chevron,"Bahia Blanca, Argentina",Argentina,Petronas E&P Argentinas.A.,64690.19,CHEVRON-001,0.15,69.0
Chevron,"Mab Ta Pud, Thailand",Thailand,Chevron,63026.08,CHEVRON-001,0.15,70.0
